,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case1199,case1-60-0-0-3-8-0-12-0-0-6,13.28,19.12,28.60,48.05,61.84
case1200,case1-60-0-0-3-8-0-12-1-0-6,22.19,32.14,45.01,60.75,70.71
case1201,case1-60-0-1-1-2-1-4-0-0-6,59.25,66.85,68.86,58.73,48.32
case1202,case1-60-0-1-1-2-1-4-1-0-6,71.23,75.20,73.68,64.46,57.19
case1203,case1-60-0-1-1-2-1-8-0-0-6,71.41,76.68,79.59,77.83,74.59
case1204,case1-60-0-1-1-2-1-8-1-0-6,79.40,82.17,83.66,80.52,77.61
case1205,case1-60-0-1-1-2-1-12-0-0-6,75.45,80.29,82.48,80.21,78.08
case1206,case1-60-0-1-1-2-1-12-1-0-6,81.40,84.13,85.30,83.00,80.84
case1207,case1-60-0-1-1-8-1-4-0-0-6,45.49,49.55,59.44,63.51,58.43
case1208,case1-60-0-1-1-8-1-4-1-0-6,58.55,59.41,68.64,72.48,66.59
case1209,case1-60-0-1-1-8-1-8-0-0-6,55.19,56.98,65.50,69.91,68.18
case1210,case1-60-0-1-1-8-1-8-1-0-6,64.88,65.09,72.92,77.04,75.09
case1211,case1-60-0-1-1-8-1-12-0-0-6,59.39,60.89,68.75,72.96,71.70
case1212,case1-60-0-1-1-8-1-12-1-0-6,67.93,68.13,75.09,78.93,77.63
case1213,case1-60-0-1-2-2-1-4-0-0-6,77.35,77.70,75.73,63.27,48.20
case1214,case1-60-0-1-2-2-1-4-1-0-6,86.47,85.89,81.96,74.36,66.63
case1215,case1-60-0-1-2-2-1-8-0-0-6,82.15,81.90,82.31,78.33,72.45
case1216,case1-60-0-1-2-2-1-8-1-0-6,88.85,88.60,86.54,82.48,78.06
case1217,case1-60-0-1-2-2-1-12-0-0-6,84.24,84.82,81.56,74.47,68.33
case1218,case1-60-0-1-2-2-1-12-1-0-6,89.25,88.62,86.27,82.04,77.59
case1219,case1-60-0-1-2-8-1-4-0-0-6,49.70,53.15,50.75,49.03,46.35
case1220,case1-60-0-1-2-8-1-4-1-0-6,79.96,75.19,75.74,74.16,73.20
case1221,case1-60-0-1-2-8-1-8-0-0-6,58.35,59.29,57.32,53.29,50.00
case1222,case1-60-0-1-2-8-1-8-1-0-6,82.20,78.24,78.60,76.42,73.88
case1223,case1-60-0-1-2-8-1-12-0-0-6,65.78,66.48,66.43,63.79,61.57
case1224,case1-60-0-1-2-8-1-12-1-0-6,84.34,82.00,82.79,82.78,79.50
case1225,case1-60-0-1-3-2-1-4-0-0-6,41.85,48.15,60.19,67.34,76.27
case1226,case1-60-0-1-3-2-1-4-1-0-6,51.95,57.46,70.03,74.72,81.09
case1227,case1-60-0-1-3-2-1-8-0-0-6,42.28,48.45,60.43,67.62,76.39
case1228,case1-60-0-1-3-2-1-8-1-0-6,52.25,57.83,70.11,74.80,81.18
case1229,case1-60-0-1-3-2-1-12-0-0-6,48.68,55.78,66.17,72.29,79.49
case1230,case1-60-0-1-3-2-1-12-1-0-6,57.52,63.30,74.41,78.78,83.73
case1231,case1-60-0-1-3-8-1-4-0-0-6,4.47,14.37,24.31,43.43,54.61
case1232,case1-60-0-1-3-8-1-4-1-0-6,15.89,29.65,44.47,57.87,67.79
case1233,case1-60-0-1-3-8-1-8-0-0-6,8.55,13.96,23.17,43.14,55.02
case1234,case1-60-0-1-3-8-1-8-1-0-6,17.32,28.70,42.79,57.47,67.52
case1235,case1-60-0-1-3-8-1-12-0-0-6,11.87,18.57,26.81,47.43,60.59
case1236,case1-60-0-1-3-8-1-12-1-0-6,19.82,31.23,45.06,60.07,69.77
case1237,case1-60-1-0-1-2-0-4-0-0-6,33.21,34.26,37.60,43.78,44.66
case1238,case1-60-1-0-1-2-0-4-1-0-6,60.18,63.27,63.18,67.30,68.92
case1239,case1-60-1-0-1-2-0-8-0-0-6,52.41,54.48,57.38,61.90,63.18
case1240,case1-60-1-0-1-2-0-8-1-0-6,68.74,72.02,74.28,76.51,77.59
case1241,case1-60-1-0-1-2-0-12-0-0-6,63.07,63.70,66.74,70.21,71.22
case1242,case1-60-1-0-1-2-0-12-1-0-6,73.85,76.65,79.14,81.54,82.22
case1243,case1-60-1-0-1-8-0-4-0-0-6,16.69,14.65,14.43,16.00,16.88
case1244,case1-60-1-0-1-8-0-4-1-0-6,33.61,31.12,32.04,35.15,38.98
case1245,case1-60-1-0-1-8-0-8-0-0-6,27.15,26.45,26.03,27.78,28.99
case1246,case1-60-1-0-1-8-0-8-1-0-6,41.55,40.57,40.54,42.94,46.20
case1247,case1-60-1-0-1-8-0-12-0-0-6,34.83,34.26,33.65,34.97,36.78
case1248,case1-60-1-0-1-8-0-12-1-0-6,46.38,46.04,46.18,47.93,50.95
case1249,case1-60-1-0-2-2-0-4-0-0-6,83.32,78.45,78.86,79.83,80.97
case1250,case1-60-1-0-2-2-0-4-1-0-6,90.62,92.74,92.90,93.13,93.35
case1251,case1-60-1-0-2-2-0-8-0-0-6,86.35,81.72,81.57,82.25,82.53
case1252,case1-60-1-0-2-2-0-8-1-0-6,91.95,93.95,94.27,94.53,94.67
case1253,case1-60-1-0-2-2-0-12-0-0-6,91.34,89.83,89.30,89.49,89.62
case1254,case1-60-1-0-2-2-0-12-1-0-6,93.60,95.19,95.63,95.97,96.01
case1255,case1-60-1-0-2-8-0-4-0-0-6,53.04,54.87,49.02,43.63,38.91
case1256,case1-60-1-0-2-8-0-4-1-0-6,76.94,74.47,74.88,73.92,72.16
case1257,case1-60-1-0-2-8-0-8-0-0-6,59.17,59.66,55.23,49.51,44.35
case1258,case1-60-1-0-2-8-0-8-1-0-6,79.25,77.66,77.85,76.25,73.30
case1259,case1-60-1-0-2-8-0-12-0-0-6,68.35,68.01,68.85,64.59,58.68
case1260,case1-60-1-0-2-8-0-12-1-0-6,82.04,82.45,82.32,82.96,80.18
case1261,case1-60-1-1-1-2-1-4-0-0-6,68.72,72.00,79.58,80.30,81.50
case1262,case1-60-1-1-1-2-1-4-1-0-6,78.73,84.82,87.96,88.50,89.78
case1263,case1-60-1-1-1-2-1-8-0-0-6,77.76,80.47,85.86,86.55,87.84
case1264,case1-60-1-1-1-2-1-8-1-0-6,84.52,88.65,91.61,91.75,92.55
case1265,case1-60-1-1-1-2-1-12-0-0-6,82.34,84.57,88.86,89.41,90.46
case1266,case1-60-1-1-1-2-1-12-1-0-6,87.50,90.59,93.22,93.52,94.10
case1267,case1-60-1-1-1-8-1-4-0-0-6,50.44,58.86,71.30,76.98,79.34
case1268,case1-60-1-1-1-8-1-4-1-0-6,61.07,67.81,77.41,82.33,84.88
case1269,case1-60-1-1-1-8-1-8-0-0-6,57.94,64.45,75.04,80.15,82.31
case1270,case1-60-1-1-1-8-1-8-1-0-6,66.32,71.72,80.18,84.40,86.63
case1271,case1-60-1-1-1-8-1-12-0-0-6,62.87,68.13,77.61,82.14,84.24
case1272,case1-60-1-1-1-8-1-12-1-0-6,69.68,74.43,81.96,85.73,87.79
case1273,case1-60-1-1-2-2-1-4-0-0-6,86.84,79.66,79.88,80.57,81.58
case1274,case1-60-1-1-2-2-1-4-1-0-6,93.74,94.24,94.17,94.25,94.47
case1275,case1-60-1-1-2-2-1-8-0-0-6,89.38,82.84,82.55,82.96,83.22
case1276,case1-60-1-1-2-2-1-8-1-0-6,94.83,95.20,95.23,95.35,95.43
case1277,case1-60-1-1-2-2-1-12-0-0-6,89.63,90.82,90.12,90.12,90.18
case1278,case1-60-1-1-2-2-1-12-1-0-6,96.01,96.32,96.40,96.60,96.62
case1279,case1-60-1-1-2-8-1-4-0-0-6,53.49,54.57,49.42,43.88,39.46
case1280,case1-60-1-1-2-8-1-4-1-0-6,82.27,76.61,75.76,74.69,72.66
case1281,case1-60-1-1-2-8-1-8-0-0-6,59.68,59.78,55.34,49.75,44.62
case1282,case1-60-1-1-2-8-1-8-1-0-6,83.79,79.63,78.51,76.83,73.75
case1283,case1-60-1-1-2-8-1-12-0-0-6,68.19,68.22,68.88,64.92,59.08
case1284,case1-60-1-1-2-8-1-12-1-0-6,86.08,83.87,83.04,83.53,80.59
case1285,case2-30-0-0-1-2-0-4-0-0-8,47.08,48.15,50.59,49.03,44.86
case1286,case2-30-0-0-1-2-0-4-1-0-8,64.35,63.00,65.18,68.22,71.57
case1287,case2-30-0-0-1-2-0-8-0-0-8,51.84,50.58,52.72,58.11,67.59
case1288,case2-30-0-0-1-2-0-8-1-0-8,69.70,67.59,70.09,73.59,80.72
case1289,case2-30-0-0-1-2-0-12-0-0-8,61.75,61.12,63.40,68.69,78.02
case1290,case2-30-0-0-1-2-0-12-1-0-8,75.18,73.77,75.29,78.40,84.01
case1291,case2-30-0-0-1-8-0-4-0-0-8,25.99,25.39,23.17,21.71,18.37
case1292,case2-30-0-0-1-8-0-4-1-0-8,40.17,42.95,45.27,45.57,47.57
case1293,case2-30-0-0-1-8-0-8-0-0-8,32.01,27.32,24.95,22.92,25.30
case1294,case2-30-0-0-1-8-0-8-1-0-8,44.84,46.19,48.08,47.71,51.96
case1295,case2-30-0-0-1-8-0-12-0-0-8,40.83,36.25,35.54,32.36,34.66
case1296,case2-30-0-0-1-8-0-12-1-0-8,50.10,51.12,53.51,53.11,56.80
case1297,case2-30-0-0-2-2-0-4-0-0-8,59.60,61.33,59.37,53.16,43.22
case1298,case2-30-0-0-2-2-0-4-1-0-8,81.61,80.83,79.12,74.94,71.47
case1299,case2-30-0-0-2-2-0-8-0-0-8,70.37,73.39,75.50,76.09,75.08
case1300,case2-30-0-0-2-2-0-8-1-0-8,85.38,84.98,84.91,83.30,82.20
case1301,case2-30-0-0-2-2-0-12-0-0-8,78.95,79.53,78.57,74.72,71.93
case1302,case2-30-0-0-2-2-0-12-1-0-8,88.11,87.09,85.27,82.76,81.50
case1303,case2-30-0-0-2-8-0-4-0-0-8,46.33,44.73,42.72,40.57,37.73
case1304,case2-30-0-0-2-8-0-4-1-0-8,72.95,71.90,70.77,69.26,66.52
case1305,case2-30-0-0-2-8-0-8-0-0-8,54.49,50.73,47.08,44.32,42.73
case1306,case2-30-0-0-2-8-0-8-1-0-8,75.63,74.59,74.25,72.44,70.30
case1307,case2-30-0-0-2-8-0-12-0-0-8,65.78,65.10,61.02,57.56,55.08
case1308,case2-30-0-0-2-8-0-12-1-0-8,79.84,78.78,78.78,76.94,74.53
case1309,case2-30-0-0-3-2-0-4-0-0-8,43.74,54.73,67.20,72.46,76.20
case1310,case2-30-0-0-3-2-0-4-1-0-8,57.59,66.41,73.79,76.91,79.42
case1311,case2-30-0-0-3-2-0-8-0-0-8,44.16,54.94,67.62,72.81,76.59
case1312,case2-30-0-0-3-2-0-8-1-0-8,58.02,66.56,74.06,77.21,79.79
case1313,case2-30-0-0-3-2-0-12-0-0-8,49.09,60.23,71.78,76.23,79.60
case1314,case2-30-0-0-3-2-0-12-1-0-8,60.39,70.42,77.58,79.94,82.20
case1315,case2-30-0-0-3-8-0-4-0-0-8,-0.95,24.73,40.50,52.96,48.49
case1316,case2-30-0-0-3-8-0-4-1-0-8,6.18,59.43,59.98,63.06,58.63
case1317,case2-30-0-0-3-8-0-8-0-0-8,-1.12,27.30,43.06,53.14,48.97
case1318,case2-30-0-0-3-8-0-8-1-0-8,6.75,57.72,59.40,62.66,58.82
case1319,case2-30-0-0-3-8-0-12-0-0-8,-49.07,6.01,36.72,54.38,54.56
case1320,case2-30-0-0-3-8-0-12-1-0-8,2.83,56.99,61.86,65.78,62.47
case1321,case2-30-0-1-1-2-1-4-0-0-8,51.00,54.06,54.87,49.82,39.77
case1322,case2-30-0-1-1-2-1-4-1-0-8,68.65,67.57,68.46,69.14,69.11
case1323,case2-30-0-1-1-2-1-8-0-0-8,54.49,55.69,57.17,59.01,64.66
case1324,case2-30-0-1-1-2-1-8-1-0-8,72.68,71.45,72.60,74.18,79.03
case1325,case2-30-0-1-1-2-1-12-0-0-8,64.09,65.67,66.81,69.61,76.32
case1326,case2-30-0-1-1-2-1-12-1-0-8,77.34,76.85,77.44,78.91,82.61
case1327,case2-30-0-1-1-8-1-4-0-0-8,30.06,34.51,44.22,41.61,22.13
case1328,case2-30-0-1-1-8-1-4-1-0-8,43.47,50.40,60.24,59.40,49.98
case1329,case2-30-0-1-1-8-1-8-0-0-8,34.41,37.19,45.31,42.31,28.72
case1330,case2-30-0-1-1-8-1-8-1-0-8,47.57,53.13,62.30,61.25,54.20
case1331,case2-30-0-1-1-8-1-12-0-0-8,42.85,44.88,53.21,49.47,37.61
case1332,case2-30-0-1-1-8-1-12-1-0-8,52.97,57.52,66.32,65.11,58.68
case1333,case2-30-0-1-2-2-1-4-0-0-8,59.13,61.21,59.37,53.17,43.34
case1334,case2-30-0-1-2-2-1-4-1-0-8,82.08,80.96,79.17,74.98,71.51
case1335,case2-30-0-1-2-2-1-8-0-0-8,70.24,73.31,75.57,76.17,75.18
case1336,case2-30-0-1-2-2-1-8-1-0-8,85.70,85.22,85.09,83.35,82.25
case1337,case2-30-0-1-2-2-1-12-0-0-8,78.54,79.58,78.65,74.87,72.04
case1338,case2-30-0-1-2-2-1-12-1-0-8,88.35,87.14,85.35,82.79,81.61
case1339,case2-30-0-1-2-8-1-4-0-0-8,45.94,43.97,42.85,40.77,38.01
case1340,case2-30-0-1-2-8-1-4-1-0-8,73.36,71.59,70.70,69.25,66.64
case1341,case2-30-0-1-2-8-1-8-0-0-8,54.60,50.10,47.11,44.40,42.90
case1342,case2-30-0-1-2-8-1-8-1-0-8,75.85,74.31,74.25,72.48,70.43
case1343,case2-30-0-1-2-8-1-12-0-0-8,65.76,64.62,61.06,57.67,55.26
case1344,case2-30-0-1-2-8-1-12-1-0-8,80.60,78.57,78.76,76.94,74.67
case1345,case2-30-0-1-3-2-1-4-0-0-8,45.23,55.08,67.46,72.61,76.38
case1346,case2-30-0-1-3-2-1-4-1-0-8,55.93,66.91,73.98,76.99,79.56
case1347,case2-30-0-1-3-2-1-8-0-0-8,45.94,55.49,67.89,72.84,76.75
case1348,case2-30-0-1-3-2-1-8-1-0-8,56.65,67.06,74.29,77.26,79.93
case1349,case2-30-0-1-3-2-1-12-0-0-8,50.19,60.65,72.00,76.35,79.74
case1350,case2-30-0-1-3-2-1-12-1-0-8,59.40,70.98,77.79,80.09,82.34
case1351,case2-30-0-1-3-8-1-4-0-0-8,-21.94,23.28,39.92,53.16,48.67
case1352,case2-30-0-1-3-8-1-4-1-0-8,-0.63,60.30,59.81,63.19,58.85
case1353,case2-30-0-1-3-8-1-8-0-0-8,-25.83,26.34,41.95,53.32,49.18
case1354,case2-30-0-1-3-8-1-8-1-0-8,10.46,58.84,59.50,62.72,59.09
case1355,case2-30-0-1-3-8-1-12-0-0-8,-52.20,5.47,36.08,53.95,54.85
case1356,case2-30-0-1-3-8-1-12-1-0-8,8.13,58.34,61.90,65.77,62.75
case1357,case2-30-1-0-1-2-0-4-0-0-8,40.91,43.11,43.72,43.95,44.63
case1358,case2-30-1-0-1-2-0-4-1-0-8,51.18,52.64,53.93,55.00,56.04
case1359,case2-30-1-0-1-2-0-8-0-0-8,49.98,51.44,52.38,52.36,53.17
case1360,case2-30-1-0-1-2-0-8-1-0-8,58.12,59.24,60.30,61.32,62.28
case1361,case2-30-1-0-1-2-0-12-0-0-8,61.24,61.84,62.32,62.65,63.40
case1362,case2-30-1-0-1-2-0-12-1-0-8,67.43,67.57,68.83,69.78,70.82
case1363,case2-30-1-0-1-8-0-4-0-0-8,17.83,23.59,24.39,24.11,20.58
case1364,case2-30-1-0-1-8-0-4-1-0-8,28.93,37.74,47.04,51.89,55.58
case1365,case2-30-1-0-1-8-0-8-0-0-8,22.59,28.98,32.81,35.17,34.11
case1366,case2-30-1-0-1-8-0-8-1-0-8,33.70,41.67,49.92,55.04,58.70
case1367,case2-30-1-0-1-8-0-12-0-0-8,31.05,36.11,40.29,40.74,39.93
case1368,case2-30-1-0-1-8-0-12-1-0-8,39.06,46.90,54.48,59.44,62.40
case1369,case2-30-1-0-2-2-0-4-0-0-8,68.88,77.36,80.06,80.02,78.78
case1370,case2-30-1-0-2-2-0-4-1-0-8,83.85,88.97,90.60,91.54,92.29
case1371,case2-30-1-0-2-2-0-8-0-0-8,74.79,81.61,83.67,83.95,84.12
case1372,case2-30-1-0-2-2-0-8-1-0-8,86.83,90.81,92.10,92.78,93.38
case1373,case2-30-1-0-2-2-0-12-0-0-8,83.76,88.81,90.16,90.96,91.66
case1374,case2-30-1-0-2-2-0-12-1-0-8,91.12,93.51,94.50,95.05,95.54
case1375,case2-30-1-0-2-8-0-4-0-0-8,47.05,51.60,49.16,48.10,47.24
case1376,case2-30-1-0-2-8-0-4-1-0-8,73.31,79.04,80.89,81.23,80.54
case1377,case2-30-1-0-2-8-0-8-0-0-8,52.02,57.73,54.02,52.10,50.55
case1378,case2-30-1-0-2-8-0-8-1-0-8,75.66,80.67,82.32,82.49,81.46
case1379,case2-30-1-0-2-8-0-12-0-0-8,63.26,70.97,69.51,65.84,62.75
case1380,case2-30-1-0-2-8-0-12-1-0-8,79.77,83.98,85.55,86.34,85.88
case1381,case2-30-1-1-1-2-1-4-0-0-8,63.30,70.72,76.13,78.12,78.81
case1382,case2-30-1-1-1-2-1-4-1-0-8,70.17,76.29,80.60,82.53,83.17
case1383,case2-30-1-1-1-2-1-8-0-0-8,69.33,75.27,79.78,81.39,82.11
case1384,case2-30-1-1-1-2-1-8-1-0-8,75.08,79.52,83.30,84.97,85.54
case1385,case2-30-1-1-1-2-1-12-0-0-8,76.38,80.38,84.01,85.41,85.99
case1386,case2-30-1-1-1-2-1-12-1-0-8,81.29,83.76,86.88,88.27,88.83
case1387,case2-30-1-1-1-8-1-4-0-0-8,33.75,60.64,67.23,65.59,59.71
case1388,case2-30-1-1-1-8-1-4-1-0-8,41.64,67.76,77.02,78.24,77.31
case1389,case2-30-1-1-1-8-1-8-0-0-8,38.16,63.07,70.93,70.57,66.36
case1390,case2-30-1-1-1-8-1-8-1-0-8,46.24,69.63,78.27,79.70,78.93
case1391,case2-30-1-1-1-8-1-12-0-0-8,43.56,66.45,74.11,73.12,69.32
case1392,case2-30-1-1-1-8-1-12-1-0-8,51.28,72.40,80.25,81.59,80.84
case1393,case2-30-1-1-2-2-1-4-0-0-8,68.11,77.32,80.05,80.00,78.75
case1394,case2-30-1-1-2-2-1-4-1-0-8,84.78,89.24,90.73,91.64,92.38
case1395,case2-30-1-1-2-2-1-8-0-0-8,74.60,81.56,83.70,83.90,84.14
case1396,case2-30-1-1-2-2-1-8-1-0-8,87.68,91.13,92.23,92.87,93.46
case1397,case2-30-1-1-2-2-1-12-0-0-8,83.61,88.78,90.09,90.97,91.64
case1398,case2-30-1-1-2-2-1-12-1-0-8,91.61,93.70,94.59,95.14,95.60
case1399,case2-30-1-1-2-8-1-4-0-0-8,46.10,50.83,48.70,47.78,47.00
case1400,case2-30-1-1-2-8-1-4-1-0-8,72.76,78.68,80.63,81.06,80.44
case1401,case2-30-1-1-2-8-1-8-0-0-8,50.90,56.95,53.62,51.77,50.41
case1402,case2-30-1-1-2-8-1-8-1-0-8,75.08,80.34,82.09,82.33,81.36
case1403,case2-30-1-1-2-8-1-12-0-0-8,62.14,70.42,69.21,65.62,62.56
case1404,case2-30-1-1-2-8-1-12-1-0-8,79.46,83.71,85.32,86.18,85.83
case1405,case2-60-0-0-1-2-0-4-0-0-8,33.81,36.31,39.12,41.12,39.28
case1406,case2-60-0-0-1-2-0-4-1-0-8,52.44,53.98,55.47,59.48,63.08
case1407,case2-60-0-0-1-2-0-8-0-0-8,41.44,44.24,46.93,57.94,67.73
case1408,case2-60-0-0-1-2-0-8-1-0-8,57.80,59.70,61.39,69.49,75.69
case1409,case2-60-0-0-1-2-0-12-0-0-8,50.96,53.61,55.28,64.41,72.41
case1410,case2-60-0-0-1-2-0-12-1-0-8,63.56,65.54,67.34,73.64,78.43
case1411,case2-60-0-0-1-8-0-4-0-0-8,18.47,17.01,18.16,17.46,17.40
case1412,case2-60-0-0-1-8-0-4-1-0-8,32.12,32.25,35.50,37.22,45.03
case1413,case2-60-0-0-1-8-0-8-0-0-8,22.91,21.56,22.57,21.58,28.98
case1414,case2-60-0-0-1-8-0-8-1-0-8,35.90,35.55,38.82,40.94,49.00
case1415,case2-60-0-0-1-8-0-12-0-0-8,29.29,28.16,29.20,28.25,36.03
case1416,case2-60-0-0-1-8-0-12-1-0-8,40.88,41.03,43.62,45.40,52.99
case1417,case2-60-0-0-2-2-0-4-0-0-8,78.07,77.77,72.13,58.83,37.60
case1418,case2-60-0-0-2-2-0-4-1-0-8,85.77,86.52,83.09,77.72,72.41
case1419,case2-60-0-0-2-2-0-8-0-0-8,81.05,80.90,80.87,78.44,72.68
case1420,case2-60-0-0-2-2-0-8-1-0-8,87.70,88.86,87.57,84.64,81.43
case1421,case2-60-0-0-2-2-0-12-0-0-8,86.18,85.53,81.72,76.31,71.17
case1422,case2-60-0-0-2-2-0-12-1-0-8,89.54,89.78,87.61,84.64,81.54
case1423,case2-60-0-0-2-8-0-4-0-0-8,53.16,53.18,50.25,45.86,43.24
case1424,case2-60-0-0-2-8-0-4-1-0-8,74.31,71.85,70.72,67.85,65.91
case1425,case2-60-0-0-2-8-0-8-0-0-8,57.24,57.04,51.78,47.66,44.77
case1426,case2-60-0-0-2-8-0-8-1-0-8,76.07,73.45,72.83,69.89,68.04
case1427,case2-60-0-0-2-8-0-12-0-0-8,69.89,68.99,64.99,59.78,57.10
case1428,case2-60-0-0-2-8-0-12-1-0-8,79.84,78.88,79.13,77.44,74.30
case1429,case2-60-0-0-3-2-0-4-0-0-8,42.31,49.29,60.71,65.87,72.60
case1430,case2-60-0-0-3-2-0-4-1-0-8,48.37,57.58,68.56,71.79,76.82
case1431,case2-60-0-0-3-2-0-8-0-0-8,42.73,49.82,61.50,66.42,73.34
case1432,case2-60-0-0-3-2-0-8-1-0-8,48.54,58.06,69.11,72.39,77.64
case1433,case2-60-0-0-3-2-0-12-0-0-8,47.38,55.07,65.90,70.20,76.11
case1434,case2-60-0-0-3-2-0-12-1-0-8,51.69,61.71,72.40,75.21,79.49
case1435,case2-60-0-0-3-8-0-4-0-0-8,3.45,23.31,32.01,51.23,52.39
case1436,case2-60-0-0-3-8-0-4-1-0-8,4.99,34.97,46.01,59.20,62.44
case1437,case2-60-0-0-3-8-0-8-0-0-8,6.31,17.51,30.33,50.61,52.70
case1438,case2-60-0-0-3-8-0-8-1-0-8,5.79,33.18,44.76,59.15,62.46
case1439,case2-60-0-0-3-8-0-12-0-0-8,8.61,17.28,32.10,53.48,57.46
case1440,case2-60-0-0-3-8-0-12-1-0-8,7.05,32.55,45.31,60.52,64.18
case1441,case2-60-0-1-1-2-1-4-0-0-8,52.75,53.49,54.88,48.58,42.04
case1442,case2-60-0-1-1-2-1-4-1-0-8,67.82,67.13,66.88,64.68,64.81
case1443,case2-60-0-1-1-2-1-8-0-0-8,58.98,58.90,60.40,63.16,69.17
case1444,case2-60-0-1-1-2-1-8-1-0-8,71.88,71.00,71.76,73.46,76.88
case1445,case2-60-0-1-1-2-1-12-0-0-8,65.08,65.86,66.80,69.04,73.66
case1446,case2-60-0-1-1-2-1-12-1-0-8,75.11,75.18,76.02,77.15,79.42
case1447,case2-60-0-1-1-8-1-4-0-0-8,38.44,53.29,61.18,63.50,56.20
case1448,case2-60-0-1-1-8-1-4-1-0-8,49.24,61.93,69.43,72.26,70.60
case1449,case2-60-0-1-1-8-1-8-0-0-8,41.72,55.69,63.30,65.33,62.03
case1450,case2-60-0-1-1-8-1-8-1-0-8,52.13,64.00,71.02,73.92,72.77
case1451,case2-60-0-1-1-8-1-12-0-0-8,46.38,59.49,66.29,68.24,65.94
case1452,case2-60-0-1-1-8-1-12-1-0-8,55.74,67.13,73.26,75.89,74.91
case1453,case2-60-0-1-2-2-1-4-0-0-8,78.53,78.18,72.24,59.02,37.79
case1454,case2-60-0-1-2-2-1-4-1-0-8,86.67,86.78,83.20,77.79,72.49
case1455,case2-60-0-1-2-2-1-8-0-0-8,81.53,81.27,81.15,78.53,72.75
case1456,case2-60-0-1-2-2-1-8-1-0-8,88.73,89.25,87.71,84.69,81.47
case1457,case2-60-0-1-2-2-1-12-0-0-8,86.37,85.85,81.93,76.38,71.21
case1458,case2-60-0-1-2-2-1-12-1-0-8,90.13,89.93,87.75,84.75,81.59
case1459,case2-60-0-1-2-8-1-4-0-0-8,52.24,53.01,49.98,45.91,43.31
case1460,case2-60-0-1-2-8-1-4-1-0-8,75.56,72.15,70.84,68.01,66.09
case1461,case2-60-0-1-2-8-1-8-0-0-8,57.15,56.76,51.85,47.75,44.92
case1462,case2-60-0-1-2-8-1-8-1-0-8,77.55,73.72,72.96,69.98,68.21
case1463,case2-60-0-1-2-8-1-12-0-0-8,68.57,68.84,64.82,59.80,57.16
case1464,case2-60-0-1-2-8-1-12-1-0-8,81.28,79.03,79.27,77.65,74.44
case1465,case2-60-0-1-3-2-1-4-0-0-8,42.30,49.54,61.39,65.95,72.85
case1466,case2-60-0-1-3-2-1-4-1-0-8,48.15,58.50,69.30,71.98,77.05
case1467,case2-60-0-1-3-2-1-8-0-0-8,42.95,50.24,62.09,66.54,73.52
case1468,case2-60-0-1-3-2-1-8-1-0-8,48.37,59.05,69.84,72.56,77.85
case1469,case2-60-0-1-3-2-1-12-0-0-8,46.90,55.37,66.43,70.29,76.33
case1470,case2-60-0-1-3-2-1-12-1-0-8,51.24,62.58,73.06,75.32,79.93
case1471,case2-60-0-1-3-8-1-4-0-0-8,3.72,22.31,31.91,51.29,52.79
case1472,case2-60-0-1-3-8-1-4-1-0-8,4.10,33.74,46.08,59.52,62.66
case1473,case2-60-0-1-3-8-1-8-0-0-8,5.35,18.43,30.49,50.71,52.99
case1474,case2-60-0-1-3-8-1-8-1-0-8,4.07,31.78,44.81,59.48,62.59
case1475,case2-60-0-1-3-8-1-12-0-0-8,7.23,17.44,31.83,53.64,57.67
case1476,case2-60-0-1-3-8-1-12-1-0-8,6.01,31.29,45.63,60.74,64.43
case1477,case2-60-1-0-1-2-0-4-0-0-8,30.87,31.22,32.04,32.54,33.16
case1478,case2-60-1-0-1-2-0-4-1-0-8,42.72,42.61,43.25,43.54,44.46
case1479,case2-60-1-0-1-2-0-8-0-0-8,39.11,39.01,39.62,40.21,40.85
case1480,case2-60-1-0-1-2-0-8-1-0-8,49.67,48.69,49.47,50.05,50.90
case1481,case2-60-1-0-1-2-0-12-0-0-8,50.34,50.16,50.72,51.27,52.01
case1482,case2-60-1-0-1-2-0-12-1-0-8,58.86,57.27,58.18,59.01,59.85
case1483,case2-60-1-0-1-8-0-4-0-0-8,13.44,14.04,13.68,13.99,15.36
case1484,case2-60-1-0-1-8-0-4-1-0-8,22.44,22.82,22.55,23.21,26.38
case1485,case2-60-1-0-1-8-0-8-0-0-8,18.73,18.07,16.86,17.20,18.30
case1486,case2-60-1-0-1-8-0-8-1-0-8,26.27,26.45,25.60,26.14,28.97
case1487,case2-60-1-0-1-8-0-12-0-0-8,25.78,24.86,23.87,23.49,24.78
case1488,case2-60-1-0-1-8-0-12-1-0-8,32.71,32.35,31.15,31.54,34.05
case1489,case2-60-1-0-2-2-0-4-0-0-8,74.50,79.33,79.48,80.07,80.25
case1490,case2-60-1-0-2-2-0-4-1-0-8,77.52,87.59,89.29,90.35,90.88
case1491,case2-60-1-0-2-2-0-8-0-0-8,78.65,82.31,81.92,82.09,82.12
case1492,case2-60-1-0-2-2-0-8-1-0-8,80.91,89.20,90.75,91.59,92.07
case1493,case2-60-1-0-2-2-0-12-0-0-8,85.27,88.51,88.00,87.97,87.71
