,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case297,case1-30-1-0-1-10-0-8-0-0-6.png,74,81.5,84.1,83.1,82.4
case298,case1-30-1-0-1-10-0-8-1-0-3.png,80,82.7,84.5,84.2,84.3
case299,case1-30-1-0-1-10-0-8-1-0-6.png,80.1,87.7,90.5,90.8,91.1
case300,case1-30-1-0-1-10-0-12-0-0-3.png,85.7,88.8,89.5,89.4,89.4
case301,case1-30-1-0-1-10-0-12-0-0-6.png,82.1,90.5,93.1,93.7,93.9
case302,case1-30-1-0-1-10-0-12-1-0-3.png,90.9,89,83.3,84.9,83.5
case303,case1-30-1-0-1-10-0-12-1-0-6.png,95,96,96.1,96.5,96.3
case304,case1-30-1-0-2-1-0-0-0-0-0.png,90.7,93.3,92.8,92.2,91.2
case305,case1-30-1-0-2-1-0-0-1-0-0.png,95.7,96.8,97,97.3,97.3
case306,case1-30-1-0-2-1-0-4-0-0-3.png,96.4,95.9,96,96.1,95.3
case307,case1-30-1-0-2-1-0-4-0-0-6.png,96.2,97.6,98,98.2,98.3
case308,case1-30-1-0-2-1-0-4-1-0-3.png,73.9,78.8,80.1,80.7,81.1
case309,case1-30-1-0-2-1-0-4-1-0-6.png,84.5,89.9,91.4,91.7,91.7
case310,case1-30-1-0-2-1-0-8-0-0-3.png,84.5,88.8,90.3,91,91.5
case311,case1-30-1-0-2-1-0-8-0-0-6.png,89.1,93.3,94.6,95.2,95.5
case312,case1-30-1-0-2-1-0-8-1-0-3.png,87.3,92.3,93.2,93.8,94.1
case313,case1-30-1-0-2-1-0-8-1-0-6.png,91.5,95.1,96,96.5,96.8
case314,case1-30-1-0-2-1-0-12-0-0-3.png,91.9,88.5,84.3,84.6,84.8
case315,case1-30-1-0-2-1-0-12-0-0-6.png,95.8,96,96.7,96.7,96.9
case316,case1-30-1-0-2-1-0-12-1-0-3.png,92.8,92.6,93.1,91.9,91.8
case317,case1-30-1-0-2-1-0-12-1-0-6.png,96.7,96.9,97.4,97.4,97.6
case318,case1-30-1-0-2-4-0-0-0-0-0.png,96.5,96.1,96.2,95.8,95.5
case319,case1-30-1-0-2-4-0-0-1-0-0.png,97.8,97.9,98.2,98.4,98.4
case320,case1-30-1-0-2-4-0-4-0-0-3.png,0,0,0,0,0
case321,case1-30-1-0-2-4-0-4-0-0-6.png,33,32.8,35,37.8,43.3
case322,case1-30-1-0-2-4-0-4-1-0-3.png,34.1,36.5,35.8,33.6,32.5
case323,case1-30-1-0-2-4-0-4-1-0-6.png,50.2,53.3,53.5,55.1,58.1
case324,case1-30-1-0-2-4-0-8-0-0-3.png,50.1,53.1,52.4,53.6,53.8
case325,case1-30-1-0-2-4-0-8-0-0-6.png,60,65.1,65,66.1,69
case326,case1-30-1-0-2-4-0-8-1-0-3.png,57.1,60.8,60.4,61.3,63.3
case327,case1-30-1-0-2-4-0-8-1-0-6.png,65.8,71.4,70.6,71.7,73.9
case328,case1-30-1-0-2-4-0-12-0-0-3.png,0,0,0,0,0
case329,case1-30-1-0-2-4-0-12-0-0-6.png,77.4,67.2,62.7,61.7,63.9
case330,case1-30-1-0-2-4-0-12-1-0-3.png,65.2,65.4,63.9,56.9,54.1
case331,case1-30-1-0-2-4-0-12-1-0-6.png,87,87,87,79,77.8
case332,case1-30-1-0-2-10-0-0-0-0-0.png,72.8,75.8,75,68.5,65.8
case333,case1-30-1-0-2-10-0-0-1-0-0.png,88.4,89,88.8,84.7,82.8
case334,case1-30-1-0-2-10-0-4-0-0-3.png,81.8,83.3,83.8,83,79.8
case335,case1-30-1-0-2-10-0-4-0-0-6.png,90.3,91.5,91.3,91.1,91.4
case336,case1-30-1-0-2-10-0-4-1-0-3.png,0,0,0,0,0
case337,case1-30-1-0-2-10-0-4-1-0-6.png,26.5,40.7,46.8,50.9,51.6
case338,case1-30-1-0-2-10-0-8-0-0-3.png,51,60.6,65.8,69.9,72.8
case339,case1-30-1-0-2-10-0-8-0-0-6.png,52.4,61.5,65.1,67.2,67.2
case340,case1-30-1-0-2-10-0-8-1-0-3.png,63.7,71.7,75,77.9,79.7
case341,case1-30-1-0-2-10-0-8-1-0-6.png,63.6,71.3,73.9,76.7,76.5
case342,case1-30-1-0-2-10-0-12-0-0-3.png,71.5,78.5,80.5,83,84.6
case343,case1-30-1-0-2-10-0-12-0-0-6.png,67.3,76.3,78.1,80.4,81.6
case344,case1-30-1-0-2-10-0-12-1-0-3.png,75.6,81.9,83.6,85.6,87
case345,case1-30-1-0-2-10-0-12-1-0-6.png,0,0,0,0,0
case346,case1-30-1-1-1-1-0-0-0-0-0.png,5.1,-1.1,2.9,4.2,3.1
case347,case1-30-1-1-1-1-1-0-0-0-0.png,79.5,67.7,63.8,64.2,66.2
case348,case1-30-1-1-1-1-1-0-1-0-0.png,65,64.2,64.5,58,55.9
case349,case1-30-1-1-1-1-1-0-1-0-3.png,87.3,87,87.5,79.8,79
case350,case1-30-1-1-1-1-1-4-0-0-3.png,72.4,75.2,75.6,69.6,67.4
case351,case1-30-1-1-1-1-1-4-0-0-6.png,88.6,88.8,89.1,85.3,83.8
case352,case1-30-1-1-1-1-1-4-1-0-3.png,81.2,82.6,83.8,83.3,80.6
case353,case1-30-1-1-1-1-1-4-1-0-6.png,90.6,91.5,91.5,91.5,91.8
case354,case1-30-1-1-1-1-1-8-0-0-3.png,0,0,0,0,0
case355,case1-30-1-1-1-1-1-8-0-0-6.png,20.1,27.4,27.7,32.1,37.9
case356,case1-30-1-1-1-1-1-8-1-0-3.png,18.3,25.3,25.5,29.5,30.9
case357,case1-30-1-1-1-1-1-8-1-0-6.png,39,46.3,45.2,48.5,53.6
case358,case1-30-1-1-1-1-1-12-0-0-3.png,27.8,37.8,38,41.3,45.3
case359,case1-30-1-1-1-1-1-12-0-0-6.png,44.6,54.6,54,56.8,61
case360,case1-30-1-1-1-1-1-12-1-0-6.png,0,0,0,0,0
case361,case1-30-1-1-1-4-0-0-0-0-0.png,63.8,62.3,63.8,51.2,51.4
case362,case1-30-1-1-1-4-1-0-0-0-0.png,16,29.5,31.5,27.2,25
case363,case1-30-1-1-1-4-1-0-1-0-0.png,67.7,68.1,68.6,64.3,62.2
case364,case1-30-1-1-1-4-1-4-0-0-3.png,46.5,51.1,54.4,60.2,55.7
case365,case1-30-1-1-1-4-1-4-0-0-6.png,72.7,75.5,75.5,79.1,80.8
case366,case1-30-1-1-1-4-1-4-1-0-3.png,51.2,61.4,65,67.3,67.5
case367,case1-30-1-1-1-4-1-4-1-0-6.png,63,72,74.8,77.9,79.7
case368,case1-30-1-1-1-4-1-8-0-0-3.png,62.5,71.2,73.8,76.5,77
case369,case1-30-1-1-1-4-1-8-0-0-6.png,71.3,78.7,80.5,82.8,84.5
case370,case1-30-1-1-1-4-1-8-1-0-3.png,69.6,76.4,78,80.4,81.7
case371,case1-30-1-1-1-4-1-8-1-0-6.png,75.3,81.7,83.5,85.4,86.8
case372,case1-30-1-1-1-4-1-12-0-0-3.png,64.7,64.4,64.3,57.9,56
case373,case1-30-1-1-1-4-1-12-0-0-6.png,87,87,87.5,79.7,79.2
case374,case1-30-1-1-1-4-1-12-1-0-3.png,72.7,74.8,75.6,69.3,67.7
case375,case1-30-1-1-1-4-1-12-1-0-6.png,88.5,88.7,89.1,85.2,83.8
case376,case1-30-1-1-1-10-0-0-0-0-0.png,81.2,82.4,83.6,83.2,80.5
case377,case1-30-1-1-1-10-1-0-0-0-0.png,91,91.3,91.4,91.4,91.7
case378,case1-30-1-1-1-10-1-0-1-0-0.png,0,0,0,0,0
case379,case1-30-1-1-1-10-1-4-0-0-3.png,24.7,32.2,33.6,38.7,38.9
case380,case1-30-1-1-1-10-1-4-0-0-6.png,23.2,24.3,20.2,18.7,21.3
case381,case1-30-1-1-1-10-1-4-1-0-3.png,35.2,45.3,44.8,48,48.5
case382,case1-30-1-1-1-10-1-4-1-0-6.png,33.6,37.6,34.9,31.6,32.2
case383,case1-30-1-1-1-10-1-8-0-0-3.png,44.2,53.9,53.7,55.9,56.7
case384,case1-30-1-1-1-10-1-8-0-0-6.png,39.4,44.6,43.4,39.9,38.8
case385,case1-30-1-1-1-10-1-8-1-0-3.png,50.5,59,58.6,60.8,61.4
case386,case1-30-1-1-1-10-1-8-1-0-6.png,0,0,0,0,0
case387,case1-30-1-1-1-10-1-12-0-0-3.png,43.4,47.4,54.3,51.8,47.5
case388,case1-30-1-1-1-10-1-12-0-0-6.png,46.5,42,42.3,35.4,33.5
case389,case1-30-1-1-1-10-1-12-1-0-3.png,74.7,64.9,65.9,62.2,59
case390,case1-30-1-1-1-10-1-12-1-0-6.png,49.6,52.7,50.9,43.8,38.7
case391,case1-30-1-1-2-1-0-0-0-0-0.png,76.2,71.4,70.6,66.7,63.8
case392,case1-30-1-1-2-1-1-0-0-0-0.png,62.2,66.3,63.1,54.2,47.8
case393,case1-30-1-1-2-1-1-0-1-0-0.png,78.7,79.4,78.6,73.5,69.9
case394,case1-30-1-1-2-1-1-4-0-0-3.png,0,0,0,0,0
case395,case1-30-1-1-2-1-1-4-0-0-6.png,17.9,25.5,31.7,30.4,27.1
case396,case1-30-1-1-2-1-1-4-1-0-3.png,38.5,48.5,54.2,56.9,55.5
case397,case1-30-1-1-2-1-1-4-1-0-6.png,38.3,43.1,45.3,43.3,43.2
case398,case1-30-1-1-2-1-1-8-0-0-3.png,46.5,57.8,61.5,63.4,62.4
case399,case1-30-1-1-2-1-1-8-0-0-6.png,47,52.6,55.4,52.1,51.2
case400,case1-30-1-1-2-1-1-8-1-0-3.png,54.6,64.2,67.6,68.7,68.3
case401,case1-30-1-1-2-1-1-8-1-0-6.png,52.7,58.2,61.3,57.8,55.8
case402,case1-30-1-1-2-1-1-12-0-0-3.png,58.8,68.2,71,72,71.7
case403,case1-30-1-1-2-1-1-12-0-0-6.png,0,0,0,0,0
case404,case1-30-1-1-2-1-1-12-1-0-3.png,-4,0,-0.8,2.5,4.2
case405,case1-30-1-1-2-1-1-12-1-0-6.png,45,46.2,53.3,52.8,49.1
case406,case1-30-1-1-2-4-0-0-0-0-0.png,45.6,40.3,40.8,36.3,36.1
case407,case1-30-1-1-2-4-1-0-0-0-0.png,74.7,65.5,65.9,62.9,60.9
case408,case1-30-1-1-2-4-1-0-1-0-0.png,50.2,51.7,49.7,44.7,41.4
case409,case1-30-1-1-2-4-1-4-0-0-3.png,76.3,70.5,70,67.4,65.3
case410,case1-30-1-1-2-4-1-4-0-0-6.png,62.2,65.1,62.4,54.8,50.1
case411,case1-30-1-1-2-4-1-4-1-0-3.png,79.3,79.2,78.3,74.1,71.3
case412,case1-30-1-1-2-4-1-4-1-0-6.png,24.3,24.5,20.1,18.7,21.4
case413,case1-30-1-1-2-4-1-8-0-0-3.png,36.1,46,44.6,48.1,48.5
case414,case1-30-1-1-2-4-1-8-0-0-6.png,34.9,37.4,34.8,31.6,32.3
case415,case1-30-1-1-2-4-1-8-1-0-3.png,44.5,53.7,53.6,56,56.7
case416,case1-30-1-1-2-4-1-8-1-0-6.png,38,44.2,43.2,39.9,38.9
case417,case1-30-1-1-2-4-1-12-0-0-3.png,49.4,58.3,58.4,60.8,61.3
case418,case1-30-1-1-2-4-1-12-0-0-6.png,45.1,42.1,42.5,35.2,31.6
case419,case1-30-1-1-2-4-1-12-1-0-3.png,74.7,64.8,66,62.2,59
case420,case1-30-1-1-2-4-1-12-1-0-6.png,49.5,52.6,50.9,43.9,38.8
case421,case1-30-1-1-2-10-0-0-0-0-0.png,76,71.3,70.7,66.7,63.8
case422,case1-30-1-1-2-10-1-0-0-0-0.png,61.8,65.9,63.3,54.3,47.7
case423,case1-30-1-1-2-10-1-0-1-0-0.png,79.3,79.1,78.6,73.5,69.9
case424,case1-30-1-1-2-10-1-4-0-0-3.png,36.6,43.1,45.3,43.3,43.3
case425,case1-30-1-1-2-10-1-4-0-0-6.png,47.9,58,61.5,63.4,62.4
case426,case1-30-1-1-2-10-1-4-1-0-3.png,45.8,52.4,55.3,52.1,51.2
case427,case1-30-1-1-2-10-1-4-1-0-6.png,53.8,63.8,67.5,68.6,68.2
case428,case1-30-1-1-2-10-1-8-0-0-3.png,52.7,57.9,61.3,57.9,55.9
case429,case1-30-1-1-2-10-1-8-0-0-6.png,58,68,70.8,72.1,71.6
case430,case1-30-1-1-2-10-1-8-1-0-3.png,44.8,40.1,40.7,36.5,35
case431,case1-30-1-1-2-10-1-8-1-0-6.png,74.4,65.4,65.9,62.9,60.8
case432,case1-30-1-1-2-10-1-12-0-0-3.png,50.6,51.4,49.8,44.8,41.6
case433,case1-30-1-1-2-10-1-12-0-0-6.png,76.9,70.5,70.1,67.3,65.4
case434,case1-30-1-1-2-10-1-12-1-0-3.png,61.8,64.8,62.6,55.1,50
case435,case1-30-1-1-2-10-1-12-1-0-6.png,79.6,78.6,78.3,74.1,71.2
case436,case1-45-0-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case437,case1-45-0-0-1-1-0-0-1-0-0.png,53.3,50.4,29.8,-1.7,-8.7
case438,case1-45-0-0-1-1-0-4-0-0-3.png,60.3,59.1,48.1,31.2,13.1
case439,case1-45-0-0-1-1-0-4-0-0-6.png,65.8,66.2,55.6,37.4,29.6
case440,case1-45-0-0-1-1-0-4-1-0-3.png,75.4,76.6,73.6,69.7,71
case441,case1-45-0-0-1-1-0-4-1-0-6.png,75.6,79.6,77.8,74.2,75.1
case442,case1-45-0-0-1-1-0-8-0-0-3.png,76.9,77.7,76.2,72.9,74.7
case443,case1-45-0-0-1-1-0-8-0-0-6.png,78.1,81.1,80.5,77.9,78.9
case444,case1-45-0-0-1-1-0-8-1-0-3.png,0,0,0,0,0
case445,case1-45-0-0-1-1-0-8-1-0-6.png,85.5,79.6,72.2,58.7,52.2
case446,case1-45-0-0-1-1-0-12-0-0-3.png,86,83.5,79.2,71.8,65.2
case447,case1-45-0-0-1-1-0-12-0-0-6.png,89.3,85.8,82.8,77.5,72.9
case448,case1-45-0-0-1-1-0-12-1-0-3.png,89.5,88.6,87.5,84.9,83.9
case449,case1-45-0-0-1-1-0-12-1-0-6.png,91.6,89.9,89,86.8,85.7
case450,case1-45-0-0-1-4-0-0-0-0-0.png,88,86.6,84.8,81.4,78.8
case451,case1-45-0-0-1-4-0-0-1-0-0.png,91.4,89.2,88,85.8,83.8
case452,case1-45-0-0-1-4-0-4-0-0-3.png,0,0,0,0,0
case453,case1-45-0-0-1-4-0-4-0-0-6.png,18.9,28.3,41.2,35.9,27.8
case454,case1-45-0-0-1-4-0-4-1-0-3.png,48.5,64.1,74.8,83.1,85.8
case455,case1-45-0-0-1-4-0-4-1-0-6.png,54.3,71.3,81.3,87.1,88.6
case456,case1-45-0-0-1-4-0-8-0-0-3.png,49.9,64.5,75.1,83.1,86
case457,case1-45-0-0-1-4-0-8-0-0-6.png,56.8,71.7,81.1,87.2,88.8
case458,case1-45-0-0-1-4-0-8-1-0-3.png,55.3,69.1,78.7,85.5,87.9
case459,case1-45-0-0-1-4-0-8-1-0-6.png,18.9,28.3,41.2,35.9,27.8
case460,case1-45-0-0-1-4-0-12-0-0-3.png,0,0,0,0,0
case461,case1-45-0-0-1-4-0-12-0-0-6.png,57.8,41.7,42.3,43.2,39.2
case462,case1-45-0-0-1-4-0-12-1-0-3.png,72.3,73.4,59.1,44.9,36.2
case463,case1-45-0-0-1-4-0-12-1-0-6.png,73.7,74.8,69.6,61.5,51.6
case464,case1-45-0-0-1-10-0-0-0-0-0.png,78.4,78.5,73.9,64.7,57.4
case465,case1-45-0-0-1-10-0-0-1-0-0.png,84.1,84.4,84.2,82.5,81.9
case466,case1-45-0-0-1-10-0-4-0-0-3.png,85.8,87.5,87.2,85.4,84.6
case467,case1-45-0-0-1-10-0-4-0-0-6.png,84,85.8,85.7,84.3,84.2
case468,case1-45-0-0-1-10-0-4-1-0-3.png,85.3,88,88.4,87.5,87
case469,case1-45-0-0-1-10-0-4-1-0-6.png,0,0,0,0,0
case470,case1-45-0-0-1-10-0-8-0-0-3.png,1.8,8.1,-1.1,3.5,0.8
case471,case1-45-0-0-1-10-0-8-0-0-6.png,85.2,83.8,74.3,62.1,54
case472,case1-45-0-0-1-10-0-8-1-0-3.png,85.8,84.7,78.9,72.9,63.1
case473,case1-45-0-0-1-10-0-8-1-0-6.png,88.9,87.5,83,78.5,73.5
case474,case1-45-0-0-1-10-0-12-0-0-3.png,89.3,89.6,87.4,85,83.9
case475,case1-45-0-0-1-10-0-12-0-0-6.png,91.4,91.2,89.4,87.9,86.5
case476,case1-45-0-0-1-10-0-12-1-0-3.png,88.4,88,84.9,82.2,79.4
case477,case1-45-0-0-1-10-0-12-1-0-6.png,91,90.4,88.6,86.2,84.2
case478,case1-45-0-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case479,case1-45-0-0-2-1-0-0-1-0-0.png,-0.9,-1.6,-2.6,-2.7,0
case480,case1-45-0-0-2-1-0-4-0-0-3.png,20.5,27.4,42,37.9,36.7
case481,case1-45-0-0-2-1-0-4-0-0-6.png,46.4,61.4,73.9,82.7,85.7
case482,case1-45-0-0-2-1-0-4-1-0-3.png,53.6,68.6,79.9,86.8,89
case483,case1-45-0-0-2-1-0-4-1-0-6.png,47.3,61.7,73.9,82.8,85.9
case484,case1-45-0-0-2-1-0-8-0-0-3.png,55.2,68.7,80,86.9,88.9
case485,case1-45-0-0-2-1-0-8-0-0-6.png,53.5,66.8,77.4,85.1,87.7
case486,case1-45-0-0-2-1-0-8-1-0-3.png,59,71.8,82.6,88.7,90.5
case487,case1-45-0-0-2-1-0-8-1-0-6.png,61,61.4,52,35.1,35.5
case488,case1-45-0-0-2-1-0-12-0-0-3.png,65.9,65.9,57.8,45.5,45.7
case489,case1-45-0-0-2-1-0-12-0-0-6.png,75.7,76.4,74.7,71.5,73.1
case490,case1-45-0-0-2-1-0-12-1-0-3.png,75.8,80,78.4,75.6,76.6
case491,case1-45-0-0-2-1-0-12-1-0-6.png,76.9,78.6,77.1,74.5,76.7
case492,case1-45-0-0-2-4-0-0-0-0-0.png,78.1,81.2,81.1,78.8,80.3
case493,case1-45-0-0-2-4-0-0-1-0-0.png,86,83.6,79.6,73.7,69.5
case494,case1-45-0-0-2-4-0-4-0-0-3.png,89.3,86.3,83.7,78.5,76.6
case495,case1-45-0-0-2-4-0-4-0-0-6.png,89.6,88.7,87.9,85.8,84.9
case496,case1-45-0-0-2-4-0-4-1-0-3.png,91.6,90.1,89.2,87.6,86.6
case497,case1-45-0-0-2-4-0-4-1-0-6.png,88.3,87.2,85.4,82.4,80.3
case498,case1-45-0-0-2-4-0-8-0-0-3.png,91.2,89.5,88.5,86.6,85.5
case499,case1-45-0-0-2-4-0-8-0-0-6.png,88.2,90.8,91.4,90.6,90.7
case500,case1-45-0-0-2-4-0-8-1-0-3.png,89.2,92.6,93.4,92.7,92.5
case501,case1-45-0-0-2-4-0-8-1-0-6.png,88.1,90.8,91.4,90.7,90.8
case502,case1-45-0-0-2-4-0-12-0-0-3.png,57.2,72.1,81.6,87.5,89.2
case503,case1-45-0-0-2-4-0-12-0-0-6.png,56.9,69.9,79.5,86.4,88.8
case504,case1-45-0-0-2-4-0-12-1-0-3.png,59.9,75.4,84.4,89.5,90.9
case505,case1-45-0-0-2-4-0-12-1-0-6.png,73.8,75.2,70.6,63.1,59.6
case506,case1-45-0-0-2-10-0-0-0-0-0.png,79.3,80.4,76.1,68.8,66.5
case507,case1-45-0-0-2-10-0-0-1-0-0.png,83.9,85.8,84.9,83.8,83.2
case508,case1-45-0-0-2-10-0-4-0-0-3.png,85.8,87.4,87.4,86.4,85.7
case509,case1-45-0-0-2-10-0-4-0-0-6.png,83.6,86.5,86.2,85.3,85.4
case510,case1-45-0-0-2-10-0-4-1-0-3.png,85.3,88,88.7,88,88
case511,case1-45-0-0-2-10-0-4-1-0-6.png,85.9,84.8,79.6,74.4,68.8
case512,case1-45-0-0-2-10-0-8-0-0-3.png,88.8,87.8,84.1,79.7,76.8
case513,case1-45-0-0-2-10-0-8-0-0-6.png,89.3,90,87.7,86.4,84.5
case514,case1-45-0-0-2-10-0-8-1-0-3.png,91.4,91.3,89.7,88.5,87.1
case515,case1-45-0-0-2-10-0-8-1-0-6.png,88.7,88.3,85.5,82.8,80.5
case516,case1-45-0-0-2-10-0-12-0-0-3.png,90.9,90.6,88.8,87.5,86.2
case517,case1-45-0-0-2-10-0-12-0-0-6.png,86.7,91.1,91,90.8,90.6
case518,case1-45-0-0-2-10-0-12-1-0-3.png,87.9,92.6,93.1,92.9,92.6
case519,case1-45-0-0-2-10-0-12-1-0-6.png,86.7,91.1,91,90.9,90.7
case520,case1-45-0-0-3-1-0-0-0-0-0.png,88.4,92.7,93,92.9,92.6
case521,case1-45-0-0-3-1-0-0-1-0-0.png,88.3,92.3,92.3,92.1,92
case522,case1-45-0-0-3-1-0-0-1-0-3.png,89.6,93.5,94,94,93.7
case523,case1-45-0-0-3-1-0-4-0-0-3.png,0,0,0,0,0
case524,case1-45-0-0-3-1-0-4-0-0-6.png,35.6,28.9,30.6,23.6,9.3
case525,case1-45-0-0-3-1-0-4-1-0-3.png,36.5,33,33.1,25.9,10.4
case526,case1-45-0-0-3-1-0-4-1-0-6.png,54.3,48.8,49.4,40.9,25.2
case527,case1-45-0-0-3-1-0-8-0-0-3.png,54.4,51.9,51.6,54.5,53.7
case528,case1-45-0-0-3-1-0-8-0-0-6.png,65.4,63.2,63.4,65.1,60.4
case529,case1-45-0-0-3-1-0-8-1-0-3.png,60.6,58.9,58.7,61.8,63
case530,case1-45-0-0-3-1-0-8-1-0-6.png,68.7,68.9,68,69.9,68.1
case531,case1-45-0-0-3-1-0-12-0-0-3.png,0,0,0,0,0
case532,case1-45-0-0-3-1-0-12-0-0-6.png,64.1,65.9,61.4,54.7,55.3
case533,case1-45-0-0-3-1-0-12-1-0-6.png,67.6,67.7,66.1,61.7,54.8
case534,case1-45-0-0-3-4-0-0-0-0-0.png,83.4,84.1,83.9,76.6,65.2
case535,case1-45-0-0-3-4-0-0-1-0-0.png,72.9,74.3,75,70.9,66.5
case536,case1-45-0-0-3-4-0-4-0-0-3.png,86.2,86.7,86.8,84.5,76
case537,case1-45-0-0-3-4-0-4-0-0-6.png,79.4,81.4,81.7,78.1,67.7
case538,case1-45-0-0-3-4-0-4-1-0-3.png,87.6,89.3,88.2,83.5,76.2
case539,case1-45-0-0-3-4-0-4-1-0-6.png,0,0,0,0,0
case540,case1-45-0-0-3-4-0-8-0-0-3.png,17.9,26.9,34.8,41.5,29.7
case541,case1-45-0-0-3-4-0-8-0-0-6.png,18.9,35.1,45.1,65.2,69.1
case542,case1-45-0-0-3-4-0-8-1-0-3.png,29.5,48.6,57.8,72.8,77
case543,case1-45-0-0-3-4-0-8-1-0-6.png,21.1,33.4,45.5,65.1,69.7
case544,case1-45-0-0-3-4-0-12-0-0-3.png,30.2,47.9,57.8,72.7,77.3
case545,case1-45-0-0-3-4-0-12-0-0-6.png,26.6,38.9,49.5,69.5,74.6
case546,case1-45-0-0-3-4-0-12-1-0-3.png,33.2,51.9,61.1,75.8,80.1
case547,case1-45-0-0-3-4-0-12-1-0-6.png,0,0,0,0,0
case548,case1-45-0-0-3-10-0-0-0-0-0.png,20.1,37.1,40.2,37.8,26.9
case549,case1-45-0-0-3-10-0-0-1-0-0.png,48.7,55.8,58.8,52.4,37.4
case550,case1-45-0-0-3-10-0-4-0-0-3.png,47,57.8,59.5,53.1,34.8
case551,case1-45-0-0-3-10-0-4-0-0-6.png,63.1,67.9,69.9,62.9,45.7
case552,case1-45-0-0-3-10-0-4-1-0-3.png,63,68.6,70.4,71.1,65.9
case553,case1-45-0-0-3-10-0-4-1-0-6.png,71.7,76.1,77.6,77.9,71.2
case554,case1-45-0-0-3-10-0-8-0-0-3.png,66.4,73.6,74.7,75.5,72.9
case555,case1-45-0-0-3-10-0-8-0-0-6.png,74.5,79.2,80.8,80.8,76.3
case556,case1-45-0-0-3-10-0-8-1-0-3.png,0,0,0,0,0
case557,case1-45-0-0-3-10-0-8-1-0-6.png,1.2,-3.2,2.2,-0.7,-0.2
case558,case1-45-0-0-3-10-0-12-0-0-3.png,67.1,65.3,61.1,51.2,49.3
case559,case1-45-0-0-3-10-0-12-0-0-6.png,68.7,66.7,67.9,62.9,54.5
case560,case1-45-0-0-3-10-0-12-1-0-3.png,84.8,83.6,84.6,77.4,65.7
case561,case1-45-0-0-3-10-0-12-1-0-6.png,74,72.5,75.7,71.3,66.2
case562,case1-45-0-1-1-1-0-0-0-0-0.png,86.9,86.1,87.4,84.9,76.1
case563,case1-45-0-1-1-1-1-0-0-0-0.png,80.1,79.8,82.2,78.3,67.4
case564,case1-45-0-1-1-1-1-0-1-0-0.png,88.6,88.8,88.7,83.9,76.3
case565,case1-45-0-1-1-1-1-4-0-0-3.png,0,0,0,0,0
case566,case1-45-0-1-1-1-1-4-0-0-6.png,6.4,-7.3,-3.8,-8.3,-2.4
case567,case1-45-0-1-1-1-1-4-1-0-3.png,19.3,17.6,32.5,37.9,30.3
case568,case1-45-0-1-1-1-1-4-1-0-6.png,21.2,28.7,42.9,62.5,68.3
case569,case1-45-0-1-1-1-1-8-0-0-3.png,30.1,41.8,56.7,70.3,76.1
case570,case1-45-0-1-1-1-1-8-0-0-6.png,21.8,29.4,42.7,62.3,68.7
case571,case1-45-0-1-1-1-1-8-1-0-3.png,30.9,42.4,56.3,70.3,76.3
case572,case1-45-0-1-1-1-1-8-1-0-6.png,25.6,35.9,48.3,67,73.9
case573,case1-45-0-1-1-1-1-12-0-0-3.png,33.6,47.1,59.9,73.6,79.3
case574,case1-45-0-1-1-1-1-12-0-0-6.png,35.8,33.5,33.3,26.3,13.4
case575,case1-45-0-1-1-1-1-12-1-0-3.png,53.8,48.6,49.3,41.3,26.9
case576,case1-45-0-1-1-1-1-12-1-0-6.png,53.7,51.8,51.4,54.5,54.2
case577,case1-45-0-1-1-4-0-0-0-0-0.png,64.7,63.2,63.1,65,60.7
case578,case1-45-0-1-1-4-1-0-0-0-0.png,59.5,59.3,58.7,61.4,63.9
case579,case1-45-0-1-1-4-1-0-1-0-0.png,69.1,68.7,67.8,69.7,68.6
case580,case1-45-0-1-1-4-1-4-0-0-3.png,66.9,69,67.3,62.6,56.6
case581,case1-45-0-1-1-4-1-4-0-0-6.png,83.5,84.1,83.8,76.8,65.7
case582,case1-45-0-1-1-4-1-4-1-0-3.png,73.5,73.7,74.3,70.4,66.6
case583,case1-45-0-1-1-4-1-4-1-0-6.png,86.3,86.7,86.7,84.7,76.3
case584,case1-45-0-1-1-4-1-8-0-0-3.png,78.9,81.2,81.6,78.1,68.1
case585,case1-45-0-1-1-4-1-8-0-0-6.png,88.3,89.2,88.2,83.6,76.5
case586,case1-45-0-1-1-4-1-8-1-0-3.png,17.5,34.2,45.1,65.1,69.3
case587,case1-45-0-1-1-4-1-8-1-0-6.png,29,48.3,57.6,72.7,77.2
case588,case1-45-0-1-1-4-1-12-0-0-3.png,18.9,33,45,65.1,70.2
case589,case1-45-0-1-1-4-1-12-0-0-6.png,28.7,48.5,57.8,72.7,77.2
case590,case1-45-0-1-1-4-1-12-1-0-3.png,23.3,38.3,49.3,69.5,75.1
case591,case1-45-0-1-1-4-1-12-1-0-6.png,32.2,50.8,60.8,75.7,80.3
case592,case1-45-0-1-1-10-0-0-0-0-0.png,45.9,57.3,59.5,53.5,36.8
case593,case1-45-0-1-1-10-1-0-0-0-0.png,62.5,68.3,69.7,63.2,47.1
case594,case1-45-0-1-1-10-1-0-1-0-0.png,61.5,68.8,70.1,71.1,66.4
